gamma_l_mhz,noise_level,scope,scope_mode,window_mhz,resolve_shift,order,s0_power,s0_power_err,rungs_used,min_snr_over_rungs,status,note
0,0.004,agilent_3054a,hires,16,false,5,1.3087,0.7659,5,0.103,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.004,agilent_3054a,hires,16,false,7,0.4274,0.8045,5,0.108,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.004,agilent_3054a,hires,16,true,3,1.8252,0.4962,5,0.133,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.004,agilent_3054a,hires,16,true,5,1.6662,0.4088,5,0.079,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.004,agilent_3054a,hires,16,true,7,1.3548,0.7752,5,0.063,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.004,rtm3004,hires,3.25,false,3,2.0634,0.2250,5,0.786,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.004,rtm3004,hires,3.25,false,5,2.1961,0.2154,5,0.522,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.004,rtm3004,hires,3.25,false,7,2.3228,0.1168,5,0.263,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.004,rtm3004,hires,3.25,true,3,2.1244,0.1952,5,0.597,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.004,rtm3004,hires,3.25,true,5,2.3900,0.2210,5,0.202,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.004,rtm3004,hires,3.25,true,7,2.6276,0.1143,5,0.121,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.004,rtm3004,hires,4,false,3,1.9946,0.2273,5,0.873,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.004,rtm3004,hires,4,false,5,2.1423,0.1863,5,0.422,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.004,rtm3004,hires,4,false,7,2.1778,0.1794,5,0.389,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.004,rtm3004,hires,4,true,3,2.8857,0.9487,5,0.048,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.004,rtm3004,hires,4,true,5,2.7256,0.6291,5,0.133,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.004,rtm3004,hires,4,true,7,3.0361,0.1674,5,0.049,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.004,rtm3004,hires,6,false,3,2.8281,1.2545,5,0.016,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.004,rtm3004,hires,6,false,5,2.5566,0.7474,5,0.170,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.004,rtm3004,hires,6,false,7,2.7506,0.9977,5,0.052,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.004,rtm3004,hires,6,true,3,1.6251,0.6027,5,0.777,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.004,rtm3004,hires,6,true,5,1.5530,0.8227,5,0.303,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.004,rtm3004,hires,6,true,7,1.3333,0.6622,5,0.787,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.004,rtm3004,hires,8,false,3,1.5125,0.3974,5,1.614,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.004,rtm3004,hires,8,false,5,1.5945,0.3556,5,0.861,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.004,rtm3004,hires,8,false,7,1.2443,0.4462,5,1.227,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.004,rtm3004,hires,8,true,3,1.9715,0.3264,5,0.611,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.004,rtm3004,hires,8,true,5,1.8572,0.3079,5,0.350,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.004,rtm3004,hires,8,true,7,1.7670,0.3688,5,0.329,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.004,rtm3004,hires,12,false,3,2.3141,0.8042,5,0.045,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.004,rtm3004,hires,12,false,5,1.7538,0.8719,5,0.040,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.004,rtm3004,hires,12,false,7,2.7481,0.4883,5,0.006,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.004,rtm3004,hires,12,true,3,1.8188,0.4481,5,0.285,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.004,rtm3004,hires,12,true,5,1.9675,0.5313,5,0.064,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.004,rtm3004,hires,12,true,7,1.0831,0.7077,5,0.160,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.004,rtm3004,hires,16,false,3,1.6360,0.1742,5,0.218,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.004,rtm3004,hires,16,false,5,1.1485,0.2980,5,0.207,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.004,rtm3004,hires,16,false,7,1.0100,0.4083,5,0.128,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.004,rtm3004,hires,16,true,3,1.2475,0.3630,5,0.461,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.004,rtm3004,hires,16,true,5,1.3169,0.3561,5,0.160,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.004,rtm3004,hires,16,true,7,0.9533,0.3599,5,0.258,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,lecroy_ws3104z,raw,3.25,false,3,1.4296,0.7815,5,0.203,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,lecroy_ws3104z,raw,3.25,false,5,1.1708,0.5100,5,0.885,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,lecroy_ws3104z,raw,3.25,false,7,1.2596,0.4606,5,0.777,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,lecroy_ws3104z,raw,3.25,true,3,1.6087,0.7262,5,0.189,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,lecroy_ws3104z,raw,3.25,true,5,1.4914,0.7188,5,0.206,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,lecroy_ws3104z,raw,3.25,true,7,1.5835,0.9193,5,0.083,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,lecroy_ws3104z,raw,4,false,3,3.9354,0.3967,5,0.003,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,lecroy_ws3104z,raw,4,false,5,1.7923,0.4515,5,0.351,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,lecroy_ws3104z,raw,4,false,7,1.6320,0.5074,5,0.333,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,lecroy_ws3104z,raw,4,true,3,2.0960,0.2159,5,0.216,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,lecroy_ws3104z,raw,4,true,5,1.8720,0.3127,5,0.306,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,lecroy_ws3104z,raw,4,true,7,2.3764,0.3082,5,0.097,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,lecroy_ws3104z,raw,6,false,3,1.8549,0.7473,5,0.265,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,lecroy_ws3104z,raw,6,false,5,1.6274,0.8481,5,0.162,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,lecroy_ws3104z,raw,6,false,7,2.0886,0.3155,5,0.085,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,lecroy_ws3104z,raw,6,true,3,1.4739,0.3923,5,0.569,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,lecroy_ws3104z,raw,6,true,5,1.4799,0.4927,5,0.501,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,lecroy_ws3104z,raw,6,true,7,1.3735,0.8709,5,0.108,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,lecroy_ws3104z,raw,8,false,3,1.9532,0.7298,5,0.138,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,lecroy_ws3104z,raw,8,false,5,1.1251,0.5247,5,0.381,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,lecroy_ws3104z,raw,8,false,7,0.8656,0.7080,5,0.231,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,lecroy_ws3104z,raw,8,true,3,1.6573,0.7137,5,0.200,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,lecroy_ws3104z,raw,8,true,5,1.7150,0.4452,5,0.134,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,lecroy_ws3104z,raw,8,true,7,1.3237,0.8030,5,0.088,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,lecroy_ws3104z,raw,12,false,3,0.9817,0.3110,5,0.737,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,lecroy_ws3104z,raw,12,false,5,1.0520,0.4465,5,0.208,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,lecroy_ws3104z,raw,12,false,7,1.0143,0.3131,5,0.370,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,lecroy_ws3104z,raw,12,true,3,0.6099,0.8653,5,0.157,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,lecroy_ws3104z,raw,12,true,5,1.0758,0.6961,5,0.108,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,lecroy_ws3104z,raw,12,true,7,1.0926,0.4789,5,0.104,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,lecroy_ws3104z,raw,16,false,3,0.5954,0.2133,5,0.890,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,lecroy_ws3104z,raw,16,false,5,-0.1749,0.2705,5,0.480,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,lecroy_ws3104z,raw,16,false,7,-0.3155,0.7256,5,0.064,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,lecroy_ws3104z,raw,16,true,3,1.0124,1.1054,5,0.021,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,lecroy_ws3104z,raw,16,true,5,0.3601,0.4521,5,0.170,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,lecroy_ws3104z,raw,16,true,7,-0.3277,0.6956,5,0.076,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,agilent_3054a,hires,3.25,false,3,1.7725,0.3797,5,0.475,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,agilent_3054a,hires,3.25,false,5,1.7301,0.4499,5,0.474,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,agilent_3054a,hires,3.25,false,7,1.8445,1.0710,5,0.039,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,agilent_3054a,hires,3.25,true,3,1.5546,1.1159,5,0.084,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,agilent_3054a,hires,3.25,true,5,1.4859,0.6921,5,0.378,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,agilent_3054a,hires,3.25,true,7,2.0336,0.6224,5,0.093,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,agilent_3054a,hires,4,false,3,1.4377,0.4653,5,0.893,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,agilent_3054a,hires,4,false,5,1.6331,0.4681,5,0.517,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,agilent_3054a,hires,4,false,7,1.3083,0.4799,5,0.838,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,agilent_3054a,hires,4,true,3,1.8127,0.5477,5,0.349,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,agilent_3054a,hires,4,true,5,2.1210,0.4775,5,0.124,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,agilent_3054a,hires,4,true,7,1.2870,0.6586,5,0.568,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,agilent_3054a,hires,6,false,3,1.3738,0.5478,5,0.854,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,agilent_3054a,hires,6,false,5,1.5493,0.6772,5,0.303,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,agilent_3054a,hires,6,false,7,1.6286,0.6487,5,0.226,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,agilent_3054a,hires,6,true,3,2.1055,0.4867,5,0.195,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,agilent_3054a,hires,6,true,5,1.4403,0.7812,5,0.180,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,agilent_3054a,hires,6,true,7,1.0619,0.7887,5,0.356,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,agilent_3054a,hires,8,false,3,1.3173,0.5651,5,0.580,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,agilent_3054a,hires,8,false,5,0.8680,0.6248,5,0.629,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,agilent_3054a,hires,8,false,7,0.8406,0.8858,5,0.158,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,agilent_3054a,hires,8,true,3,1.7366,0.1601,5,0.290,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,agilent_3054a,hires,8,true,5,1.0370,0.3647,5,0.646,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,agilent_3054a,hires,8,true,7,1.1074,0.5439,5,0.211,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,agilent_3054a,hires,12,false,3,1.7001,0.2321,5,0.192,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,agilent_3054a,hires,12,false,5,1.3505,0.4895,5,0.083,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,agilent_3054a,hires,12,false,7,0.5189,0.6228,5,0.124,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,agilent_3054a,hires,12,true,3,0.6506,0.2397,5,1.984,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,agilent_3054a,hires,12,true,5,0.3555,0.2477,5,1.867,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,agilent_3054a,hires,12,true,7,0.4624,0.1768,5,1.041,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,agilent_3054a,hires,16,false,3,0.3524,0.4142,5,0.609,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,agilent_3054a,hires,16,false,5,-0.1567,0.3976,5,0.391,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
0,0.012,agilent_3054a,hires,16,false,7,-0.5777,0.5986,5,0.114,DIAGNOSTIC,"the fitted power of S0 carried by the windowed cumulant of this order at this configuration, from a log-log fit over the S0 ladder -- NaN means the estimator returned a non-finite or zero cumulant on some rung"
