quantity,key,value,err,unit,note,status
tau_resid_err,4192_130C_25mW,0.1259,,,"the twin draws independent Gaussian samples and the archive does not. This arm takes the noise from the archive itself, resampled in moving blocks rather than modelled, so the distribution's SHAPE comes along instead of being assumed. The rungs are climbed on a Student-t pool whose excess kurtosis is 0.82 by construction, which is the archive's own measured median, and they establish that a block bootstrap carries about 0.90 of the spread a fresh draw from the same law gives -- so every ratio here is a LOWER bound by about a tenth. Per condition the archive gives a median 3797 wing residuals, under the 20000 the rungs set as the floor, so the residuals are normalised by each condition's own sigma and pooled",MEASURED
tau_resid,4192_130C_75mW,1.1764,,,"the twin draws independent Gaussian samples and the archive does not. This arm takes the noise from the archive itself, resampled in moving blocks rather than modelled, so the distribution's SHAPE comes along instead of being assumed. The rungs are climbed on a Student-t pool whose excess kurtosis is 0.82 by construction, which is the archive's own measured median, and they establish that a block bootstrap carries about 0.90 of the spread a fresh draw from the same law gives -- so every ratio here is a LOWER bound by about a tenth. Per condition the archive gives a median 3797 wing residuals, under the 20000 the rungs set as the floor, so the residuals are normalised by each condition's own sigma and pooled",MEASURED
tau_resid_err,4192_130C_75mW,0.0869,,,"the twin draws independent Gaussian samples and the archive does not. This arm takes the noise from the archive itself, resampled in moving blocks rather than modelled, so the distribution's SHAPE comes along instead of being assumed. The rungs are climbed on a Student-t pool whose excess kurtosis is 0.82 by construction, which is the archive's own measured median, and they establish that a block bootstrap carries about 0.90 of the spread a fresh draw from the same law gives -- so every ratio here is a LOWER bound by about a tenth. Per condition the archive gives a median 3797 wing residuals, under the 20000 the rungs set as the floor, so the residuals are normalised by each condition's own sigma and pooled",MEASURED
tau_resid,4192_70C_225mW,1.2709,,,"the twin draws independent Gaussian samples and the archive does not. This arm takes the noise from the archive itself, resampled in moving blocks rather than modelled, so the distribution's SHAPE comes along instead of being assumed. The rungs are climbed on a Student-t pool whose excess kurtosis is 0.82 by construction, which is the archive's own measured median, and they establish that a block bootstrap carries about 0.90 of the spread a fresh draw from the same law gives -- so every ratio here is a LOWER bound by about a tenth. Per condition the archive gives a median 3797 wing residuals, under the 20000 the rungs set as the floor, so the residuals are normalised by each condition's own sigma and pooled",MEASURED
tau_resid_err,4192_70C_225mW,0.1051,,,"the twin draws independent Gaussian samples and the archive does not. This arm takes the noise from the archive itself, resampled in moving blocks rather than modelled, so the distribution's SHAPE comes along instead of being assumed. The rungs are climbed on a Student-t pool whose excess kurtosis is 0.82 by construction, which is the archive's own measured median, and they establish that a block bootstrap carries about 0.90 of the spread a fresh draw from the same law gives -- so every ratio here is a LOWER bound by about a tenth. Per condition the archive gives a median 3797 wing residuals, under the 20000 the rungs set as the floor, so the residuals are normalised by each condition's own sigma and pooled",MEASURED
tau_resid,4192_90C_225mW,1.0574,,,"the twin draws independent Gaussian samples and the archive does not. This arm takes the noise from the archive itself, resampled in moving blocks rather than modelled, so the distribution's SHAPE comes along instead of being assumed. The rungs are climbed on a Student-t pool whose excess kurtosis is 0.82 by construction, which is the archive's own measured median, and they establish that a block bootstrap carries about 0.90 of the spread a fresh draw from the same law gives -- so every ratio here is a LOWER bound by about a tenth. Per condition the archive gives a median 3797 wing residuals, under the 20000 the rungs set as the floor, so the residuals are normalised by each condition's own sigma and pooled",MEASURED
tau_resid_err,4192_90C_225mW,0.0849,,,"the twin draws independent Gaussian samples and the archive does not. This arm takes the noise from the archive itself, resampled in moving blocks rather than modelled, so the distribution's SHAPE comes along instead of being assumed. The rungs are climbed on a Student-t pool whose excess kurtosis is 0.82 by construction, which is the archive's own measured median, and they establish that a block bootstrap carries about 0.90 of the spread a fresh draw from the same law gives -- so every ratio here is a LOWER bound by about a tenth. Per condition the archive gives a median 3797 wing residuals, under the 20000 the rungs set as the floor, so the residuals are normalised by each condition's own sigma and pooled",MEASURED
tau_resid,4207_110C_225mW,1.0355,,,"the twin draws independent Gaussian samples and the archive does not. This arm takes the noise from the archive itself, resampled in moving blocks rather than modelled, so the distribution's SHAPE comes along instead of being assumed. The rungs are climbed on a Student-t pool whose excess kurtosis is 0.82 by construction, which is the archive's own measured median, and they establish that a block bootstrap carries about 0.90 of the spread a fresh draw from the same law gives -- so every ratio here is a LOWER bound by about a tenth. Per condition the archive gives a median 3797 wing residuals, under the 20000 the rungs set as the floor, so the residuals are normalised by each condition's own sigma and pooled",MEASURED
tau_resid_err,4207_110C_225mW,0.0765,,,"the twin draws independent Gaussian samples and the archive does not. This arm takes the noise from the archive itself, resampled in moving blocks rather than modelled, so the distribution's SHAPE comes along instead of being assumed. The rungs are climbed on a Student-t pool whose excess kurtosis is 0.82 by construction, which is the archive's own measured median, and they establish that a block bootstrap carries about 0.90 of the spread a fresh draw from the same law gives -- so every ratio here is a LOWER bound by about a tenth. Per condition the archive gives a median 3797 wing residuals, under the 20000 the rungs set as the floor, so the residuals are normalised by each condition's own sigma and pooled",MEASURED
tau_resid,4207_130C_125mW,1.1031,,,"the twin draws independent Gaussian samples and the archive does not. This arm takes the noise from the archive itself, resampled in moving blocks rather than modelled, so the distribution's SHAPE comes along instead of being assumed. The rungs are climbed on a Student-t pool whose excess kurtosis is 0.82 by construction, which is the archive's own measured median, and they establish that a block bootstrap carries about 0.90 of the spread a fresh draw from the same law gives -- so every ratio here is a LOWER bound by about a tenth. Per condition the archive gives a median 3797 wing residuals, under the 20000 the rungs set as the floor, so the residuals are normalised by each condition's own sigma and pooled",MEASURED
tau_resid_err,4207_130C_125mW,0.1177,,,"the twin draws independent Gaussian samples and the archive does not. This arm takes the noise from the archive itself, resampled in moving blocks rather than modelled, so the distribution's SHAPE comes along instead of being assumed. The rungs are climbed on a Student-t pool whose excess kurtosis is 0.82 by construction, which is the archive's own measured median, and they establish that a block bootstrap carries about 0.90 of the spread a fresh draw from the same law gives -- so every ratio here is a LOWER bound by about a tenth. Per condition the archive gives a median 3797 wing residuals, under the 20000 the rungs set as the floor, so the residuals are normalised by each condition's own sigma and pooled",MEASURED
tau_resid,4207_130C_175mW,0.9502,,,"the twin draws independent Gaussian samples and the archive does not. This arm takes the noise from the archive itself, resampled in moving blocks rather than modelled, so the distribution's SHAPE comes along instead of being assumed. The rungs are climbed on a Student-t pool whose excess kurtosis is 0.82 by construction, which is the archive's own measured median, and they establish that a block bootstrap carries about 0.90 of the spread a fresh draw from the same law gives -- so every ratio here is a LOWER bound by about a tenth. Per condition the archive gives a median 3797 wing residuals, under the 20000 the rungs set as the floor, so the residuals are normalised by each condition's own sigma and pooled",MEASURED
tau_resid_err,4207_130C_175mW,0.0860,,,"the twin draws independent Gaussian samples and the archive does not. This arm takes the noise from the archive itself, resampled in moving blocks rather than modelled, so the distribution's SHAPE comes along instead of being assumed. The rungs are climbed on a Student-t pool whose excess kurtosis is 0.82 by construction, which is the archive's own measured median, and they establish that a block bootstrap carries about 0.90 of the spread a fresh draw from the same law gives -- so every ratio here is a LOWER bound by about a tenth. Per condition the archive gives a median 3797 wing residuals, under the 20000 the rungs set as the floor, so the residuals are normalised by each condition's own sigma and pooled",MEASURED
tau_resid,4207_130C_225mW,1.0366,,,"the twin draws independent Gaussian samples and the archive does not. This arm takes the noise from the archive itself, resampled in moving blocks rather than modelled, so the distribution's SHAPE comes along instead of being assumed. The rungs are climbed on a Student-t pool whose excess kurtosis is 0.82 by construction, which is the archive's own measured median, and they establish that a block bootstrap carries about 0.90 of the spread a fresh draw from the same law gives -- so every ratio here is a LOWER bound by about a tenth. Per condition the archive gives a median 3797 wing residuals, under the 20000 the rungs set as the floor, so the residuals are normalised by each condition's own sigma and pooled",MEASURED
tau_resid_err,4207_130C_225mW,0.0771,,,"the twin draws independent Gaussian samples and the archive does not. This arm takes the noise from the archive itself, resampled in moving blocks rather than modelled, so the distribution's SHAPE comes along instead of being assumed. The rungs are climbed on a Student-t pool whose excess kurtosis is 0.82 by construction, which is the archive's own measured median, and they establish that a block bootstrap carries about 0.90 of the spread a fresh draw from the same law gives -- so every ratio here is a LOWER bound by about a tenth. Per condition the archive gives a median 3797 wing residuals, under the 20000 the rungs set as the floor, so the residuals are normalised by each condition's own sigma and pooled",MEASURED
tau_resid,4207_130C_25mW,1.5383,,,"the twin draws independent Gaussian samples and the archive does not. This arm takes the noise from the archive itself, resampled in moving blocks rather than modelled, so the distribution's SHAPE comes along instead of being assumed. The rungs are climbed on a Student-t pool whose excess kurtosis is 0.82 by construction, which is the archive's own measured median, and they establish that a block bootstrap carries about 0.90 of the spread a fresh draw from the same law gives -- so every ratio here is a LOWER bound by about a tenth. Per condition the archive gives a median 3797 wing residuals, under the 20000 the rungs set as the floor, so the residuals are normalised by each condition's own sigma and pooled",MEASURED
tau_resid_err,4207_130C_25mW,0.2002,,,"the twin draws independent Gaussian samples and the archive does not. This arm takes the noise from the archive itself, resampled in moving blocks rather than modelled, so the distribution's SHAPE comes along instead of being assumed. The rungs are climbed on a Student-t pool whose excess kurtosis is 0.82 by construction, which is the archive's own measured median, and they establish that a block bootstrap carries about 0.90 of the spread a fresh draw from the same law gives -- so every ratio here is a LOWER bound by about a tenth. Per condition the archive gives a median 3797 wing residuals, under the 20000 the rungs set as the floor, so the residuals are normalised by each condition's own sigma and pooled",MEASURED
tau_resid,4207_130C_75mW,1.3307,,,"the twin draws independent Gaussian samples and the archive does not. This arm takes the noise from the archive itself, resampled in moving blocks rather than modelled, so the distribution's SHAPE comes along instead of being assumed. The rungs are climbed on a Student-t pool whose excess kurtosis is 0.82 by construction, which is the archive's own measured median, and they establish that a block bootstrap carries about 0.90 of the spread a fresh draw from the same law gives -- so every ratio here is a LOWER bound by about a tenth. Per condition the archive gives a median 3797 wing residuals, under the 20000 the rungs set as the floor, so the residuals are normalised by each condition's own sigma and pooled",MEASURED
tau_resid_err,4207_130C_75mW,0.1468,,,"the twin draws independent Gaussian samples and the archive does not. This arm takes the noise from the archive itself, resampled in moving blocks rather than modelled, so the distribution's SHAPE comes along instead of being assumed. The rungs are climbed on a Student-t pool whose excess kurtosis is 0.82 by construction, which is the archive's own measured median, and they establish that a block bootstrap carries about 0.90 of the spread a fresh draw from the same law gives -- so every ratio here is a LOWER bound by about a tenth. Per condition the archive gives a median 3797 wing residuals, under the 20000 the rungs set as the floor, so the residuals are normalised by each condition's own sigma and pooled",MEASURED
tau_resid,4207_70C_225mW,1.3743,,,"the twin draws independent Gaussian samples and the archive does not. This arm takes the noise from the archive itself, resampled in moving blocks rather than modelled, so the distribution's SHAPE comes along instead of being assumed. The rungs are climbed on a Student-t pool whose excess kurtosis is 0.82 by construction, which is the archive's own measured median, and they establish that a block bootstrap carries about 0.90 of the spread a fresh draw from the same law gives -- so every ratio here is a LOWER bound by about a tenth. Per condition the archive gives a median 3797 wing residuals, under the 20000 the rungs set as the floor, so the residuals are normalised by each condition's own sigma and pooled",MEASURED
tau_resid_err,4207_70C_225mW,0.1848,,,"the twin draws independent Gaussian samples and the archive does not. This arm takes the noise from the archive itself, resampled in moving blocks rather than modelled, so the distribution's SHAPE comes along instead of being assumed. The rungs are climbed on a Student-t pool whose excess kurtosis is 0.82 by construction, which is the archive's own measured median, and they establish that a block bootstrap carries about 0.90 of the spread a fresh draw from the same law gives -- so every ratio here is a LOWER bound by about a tenth. Per condition the archive gives a median 3797 wing residuals, under the 20000 the rungs set as the floor, so the residuals are normalised by each condition's own sigma and pooled",MEASURED
tau_resid,4207_90C_225mW,1.3544,,,"the twin draws independent Gaussian samples and the archive does not. This arm takes the noise from the archive itself, resampled in moving blocks rather than modelled, so the distribution's SHAPE comes along instead of being assumed. The rungs are climbed on a Student-t pool whose excess kurtosis is 0.82 by construction, which is the archive's own measured median, and they establish that a block bootstrap carries about 0.90 of the spread a fresh draw from the same law gives -- so every ratio here is a LOWER bound by about a tenth. Per condition the archive gives a median 3797 wing residuals, under the 20000 the rungs set as the floor, so the residuals are normalised by each condition's own sigma and pooled",MEASURED
tau_resid_err,4207_90C_225mW,0.1607,,,"the twin draws independent Gaussian samples and the archive does not. This arm takes the noise from the archive itself, resampled in moving blocks rather than modelled, so the distribution's SHAPE comes along instead of being assumed. The rungs are climbed on a Student-t pool whose excess kurtosis is 0.82 by construction, which is the archive's own measured median, and they establish that a block bootstrap carries about 0.90 of the spread a fresh draw from the same law gives -- so every ratio here is a LOWER bound by about a tenth. Per condition the archive gives a median 3797 wing residuals, under the 20000 the rungs set as the floor, so the residuals are normalised by each condition's own sigma and pooled",MEASURED
tau_resid_median,real,1.1068,,,"the twin draws independent Gaussian samples and the archive does not. This arm takes the noise from the archive itself, resampled in moving blocks rather than modelled, so the distribution's SHAPE comes along instead of being assumed. The rungs are climbed on a Student-t pool whose excess kurtosis is 0.82 by construction, which is the archive's own measured median, and they establish that a block bootstrap carries about 0.90 of the spread a fresh draw from the same law gives -- so every ratio here is a LOWER bound by about a tenth. Per condition the archive gives a median 3797 wing residuals, under the 20000 the rungs set as the floor, so the residuals are normalised by each condition's own sigma and pooled",MEASURED
pool_size_per_condition_median,real,3577.0000,,,"the twin draws independent Gaussian samples and the archive does not. This arm takes the noise from the archive itself, resampled in moving blocks rather than modelled, so the distribution's SHAPE comes along instead of being assumed. The rungs are climbed on a Student-t pool whose excess kurtosis is 0.82 by construction, which is the archive's own measured median, and they establish that a block bootstrap carries about 0.90 of the spread a fresh draw from the same law gives -- so every ratio here is a LOWER bound by about a tenth. Per condition the archive gives a median 3797 wing residuals, under the 20000 the rungs set as the floor, so the residuals are normalised by each condition's own sigma and pooled",DIAGNOSTIC
pool_size_shared,real,118677.0000,,,"the twin draws independent Gaussian samples and the archive does not. This arm takes the noise from the archive itself, resampled in moving blocks rather than modelled, so the distribution's SHAPE comes along instead of being assumed. The rungs are climbed on a Student-t pool whose excess kurtosis is 0.82 by construction, which is the archive's own measured median, and they establish that a block bootstrap carries about 0.90 of the spread a fresh draw from the same law gives -- so every ratio here is a LOWER bound by about a tenth. Per condition the archive gives a median 3797 wing residuals, under the 20000 the rungs set as the floor, so the residuals are normalised by each condition's own sigma and pooled",DIAGNOSTIC
excess_kurtosis_per_condition_median,real,0.4485,,,"the twin draws independent Gaussian samples and the archive does not. This arm takes the noise from the archive itself, resampled in moving blocks rather than modelled, so the distribution's SHAPE comes along instead of being assumed. The rungs are climbed on a Student-t pool whose excess kurtosis is 0.82 by construction, which is the archive's own measured median, and they establish that a block bootstrap carries about 0.90 of the spread a fresh draw from the same law gives -- so every ratio here is a LOWER bound by about a tenth. Per condition the archive gives a median 3797 wing residuals, under the 20000 the rungs set as the floor, so the residuals are normalised by each condition's own sigma and pooled",MEASURED
excess_kurtosis_shared,real,0.9063,,,"the twin draws independent Gaussian samples and the archive does not. This arm takes the noise from the archive itself, resampled in moving blocks rather than modelled, so the distribution's SHAPE comes along instead of being assumed. The rungs are climbed on a Student-t pool whose excess kurtosis is 0.82 by construction, which is the archive's own measured median, and they establish that a block bootstrap carries about 0.90 of the spread a fresh draw from the same law gives -- so every ratio here is a LOWER bound by about a tenth. Per condition the archive gives a median 3797 wing residuals, under the 20000 the rungs set as the floor, so the residuals are normalised by each condition's own sigma and pooled",MEASURED
mixture_check_ratio_to_heaviest_member,real,0.3245,,,"the twin draws independent Gaussian samples and the archive does not. This arm takes the noise from the archive itself, resampled in moving blocks rather than modelled, so the distribution's SHAPE comes along instead of being assumed. The rungs are climbed on a Student-t pool whose excess kurtosis is 0.82 by construction, which is the archive's own measured median, and they establish that a block bootstrap carries about 0.90 of the spread a fresh draw from the same law gives -- so every ratio here is a LOWER bound by about a tenth. Per condition the archive gives a median 3797 wing residuals, under the 20000 the rungs set as the floor, so the residuals are normalised by each condition's own sigma and pooled",CALIB
sd_mu2_over_gaussian,real,1.3698,,,"the twin draws independent Gaussian samples and the archive does not. This arm takes the noise from the archive itself, resampled in moving blocks rather than modelled, so the distribution's SHAPE comes along instead of being assumed. The rungs are climbed on a Student-t pool whose excess kurtosis is 0.82 by construction, which is the archive's own measured median, and they establish that a block bootstrap carries about 0.90 of the spread a fresh draw from the same law gives -- so every ratio here is a LOWER bound by about a tenth. Per condition the archive gives a median 3797 wing residuals, under the 20000 the rungs set as the floor, so the residuals are normalised by each condition's own sigma and pooled",ENVELOPE
sd_mu4_over_gaussian,real,2.8477,,,"the twin draws independent Gaussian samples and the archive does not. This arm takes the noise from the archive itself, resampled in moving blocks rather than modelled, so the distribution's SHAPE comes along instead of being assumed. The rungs are climbed on a Student-t pool whose excess kurtosis is 0.82 by construction, which is the archive's own measured median, and they establish that a block bootstrap carries about 0.90 of the spread a fresh draw from the same law gives -- so every ratio here is a LOWER bound by about a tenth. Per condition the archive gives a median 3797 wing residuals, under the 20000 the rungs set as the floor, so the residuals are normalised by each condition's own sigma and pooled",ENVELOPE
sd_mu4_over_gaussian_corrected,real,3.1641,,,"the twin draws independent Gaussian samples and the archive does not. This arm takes the noise from the archive itself, resampled in moving blocks rather than modelled, so the distribution's SHAPE comes along instead of being assumed. The rungs are climbed on a Student-t pool whose excess kurtosis is 0.82 by construction, which is the archive's own measured median, and they establish that a block bootstrap carries about 0.90 of the spread a fresh draw from the same law gives -- so every ratio here is a LOWER bound by about a tenth. Per condition the archive gives a median 3797 wing residuals, under the 20000 the rungs set as the floor, so the residuals are normalised by each condition's own sigma and pooled",ENVELOPE
