quantity,key,value,err,unit,note,status
span_j0.05,criterion,clears,,,"the worst ratio sits 23.5 sigma of its own se below the 0.7 threshold, with a selection margin of 2.1 sigma to the runner-up",ENVELOPE
analog/j0.1/d0,shift_err_unreferenced,0.1048,0.0015,MHz,per-sweep sd over sweeps,ENVELOPE
analog/j0.1/d0,shift_err_paired,0.02790,0.00041,MHz,"per-sweep sd, the offset cancelled by the cell pin",ENVELOPE
analog/j0.1/d0,shift_err_ratio,0.2664,0.0054,ratio,"paired over unreferenced, delete-one jackknife se over the concatenated replicates. Smaller favours paired. THE ERROR IS THE ESTIMATE'S, NOT ONE CAMPAIGN'S: a single run of 384 sweeps would land within about root 6 of this se of the value, which is the spread the row below carries",ENVELOPE
analog/j0.1/d0,shift_err_ratio_one_campaign,0.2664,0.0079,ratio,"the same ratio with the spread ONE 384-sweep campaign would see in its own realised value, measured as the sample sd of the 6 per-replicate ratios rather than by scaling the pooled error, which assumes a root-n law and measured 17 per cent low at analog/j0.028/d0, the configuration the fibre scenario quotes. The row above states how well this file knows the number. This one states what the bench would get. They stopped being the same quantity when the grid gained replicates",ENVELOPE
analog/j0.1/d0,width_err_ratio,0.992,0.023,ratio,"expected at parity, the photon budget is conserved and no width is shared (this row: 0.4 sigma from one)",ENVELOPE
counting/j0.1/d0,shift_err_unreferenced,0.0992,0.0015,MHz,per-sweep sd over sweeps,ENVELOPE
counting/j0.1/d0,shift_err_paired,0.02234,0.00033,MHz,"per-sweep sd, the offset cancelled by the cell pin",ENVELOPE
counting/j0.1/d0,shift_err_ratio,0.2252,0.0048,ratio,"paired over unreferenced, delete-one jackknife se over the concatenated replicates. Smaller favours paired. THE ERROR IS THE ESTIMATE'S, NOT ONE CAMPAIGN'S: a single run of 384 sweeps would land within about root 6 of this se of the value, which is the spread the row below carries",ENVELOPE
counting/j0.1/d0,shift_err_ratio_one_campaign,0.2252,0.0072,ratio,"the same ratio with the spread ONE 384-sweep campaign would see in its own realised value, measured as the sample sd of the 6 per-replicate ratios rather than by scaling the pooled error, which assumes a root-n law and measured 17 per cent low at analog/j0.028/d0, the configuration the fibre scenario quotes. The row above states how well this file knows the number. This one states what the bench would get. They stopped being the same quantity when the grid gained replicates",ENVELOPE
counting/j0.1/d0,width_err_ratio,0.962,0.021,ratio,"expected at parity, the photon budget is conserved and no width is shared (this row: 1.8 sigma from one)",ENVELOPE
analog/j0.1/d5,shift_err_unreferenced,0.1055,0.0016,MHz,per-sweep sd over sweeps,ENVELOPE
analog/j0.1/d5,shift_err_paired,0.02794,0.00041,MHz,"per-sweep sd, the offset cancelled by the cell pin",ENVELOPE
analog/j0.1/d5,shift_err_ratio,0.2648,0.0054,ratio,"paired over unreferenced, delete-one jackknife se over the concatenated replicates. Smaller favours paired. THE ERROR IS THE ESTIMATE'S, NOT ONE CAMPAIGN'S: a single run of 384 sweeps would land within about root 6 of this se of the value, which is the spread the row below carries",ENVELOPE
analog/j0.1/d5,shift_err_ratio_one_campaign,0.265,0.014,ratio,"the same ratio with the spread ONE 384-sweep campaign would see in its own realised value, measured as the sample sd of the 6 per-replicate ratios rather than by scaling the pooled error, which assumes a root-n law and measured 17 per cent low at analog/j0.028/d0, the configuration the fibre scenario quotes. The row above states how well this file knows the number. This one states what the bench would get. They stopped being the same quantity when the grid gained replicates",ENVELOPE
analog/j0.1/d5,width_err_ratio,0.988,0.023,ratio,"expected at parity, the photon budget is conserved and no width is shared (this row: 0.5 sigma from one)",ENVELOPE
counting/j0.1/d5,shift_err_unreferenced,0.1019,0.0015,MHz,per-sweep sd over sweeps,ENVELOPE
counting/j0.1/d5,shift_err_paired,0.02273,0.00033,MHz,"per-sweep sd, the offset cancelled by the cell pin",ENVELOPE
counting/j0.1/d5,shift_err_ratio,0.2231,0.0047,ratio,"paired over unreferenced, delete-one jackknife se over the concatenated replicates. Smaller favours paired. THE ERROR IS THE ESTIMATE'S, NOT ONE CAMPAIGN'S: a single run of 384 sweeps would land within about root 6 of this se of the value, which is the spread the row below carries",ENVELOPE
counting/j0.1/d5,shift_err_ratio_one_campaign,0.2231,0.0097,ratio,"the same ratio with the spread ONE 384-sweep campaign would see in its own realised value, measured as the sample sd of the 6 per-replicate ratios rather than by scaling the pooled error, which assumes a root-n law and measured 17 per cent low at analog/j0.028/d0, the configuration the fibre scenario quotes. The row above states how well this file knows the number. This one states what the bench would get. They stopped being the same quantity when the grid gained replicates",ENVELOPE
counting/j0.1/d5,width_err_ratio,1.011,0.021,ratio,"expected at parity, the photon budget is conserved and no width is shared (this row: 0.5 sigma from one)",ENVELOPE
analog/j0.1/d20,shift_err_unreferenced,0.1126,0.0017,MHz,per-sweep sd over sweeps,ENVELOPE
analog/j0.1/d20,shift_err_paired,0.02758,0.00041,MHz,"per-sweep sd, the offset cancelled by the cell pin",ENVELOPE
analog/j0.1/d20,shift_err_ratio,0.2449,0.0053,ratio,"paired over unreferenced, delete-one jackknife se over the concatenated replicates. Smaller favours paired. THE ERROR IS THE ESTIMATE'S, NOT ONE CAMPAIGN'S: a single run of 384 sweeps would land within about root 6 of this se of the value, which is the spread the row below carries",ENVELOPE
analog/j0.1/d20,shift_err_ratio_one_campaign,0.245,0.012,ratio,"the same ratio with the spread ONE 384-sweep campaign would see in its own realised value, measured as the sample sd of the 6 per-replicate ratios rather than by scaling the pooled error, which assumes a root-n law and measured 17 per cent low at analog/j0.028/d0, the configuration the fibre scenario quotes. The row above states how well this file knows the number. This one states what the bench would get. They stopped being the same quantity when the grid gained replicates",ENVELOPE
analog/j0.1/d20,width_err_ratio,1.005,0.023,ratio,"expected at parity, the photon budget is conserved and no width is shared (this row: 0.2 sigma from one)",ENVELOPE
counting/j0.1/d20,shift_err_unreferenced,0.1121,0.0017,MHz,per-sweep sd over sweeps,ENVELOPE
counting/j0.1/d20,shift_err_paired,0.02201,0.00032,MHz,"per-sweep sd, the offset cancelled by the cell pin",ENVELOPE
counting/j0.1/d20,shift_err_ratio,0.1963,0.0040,ratio,"paired over unreferenced, delete-one jackknife se over the concatenated replicates. Smaller favours paired. THE ERROR IS THE ESTIMATE'S, NOT ONE CAMPAIGN'S: a single run of 384 sweeps would land within about root 6 of this se of the value, which is the spread the row below carries",ENVELOPE
counting/j0.1/d20,shift_err_ratio_one_campaign,0.1963,0.0096,ratio,"the same ratio with the spread ONE 384-sweep campaign would see in its own realised value, measured as the sample sd of the 6 per-replicate ratios rather than by scaling the pooled error, which assumes a root-n law and measured 17 per cent low at analog/j0.028/d0, the configuration the fibre scenario quotes. The row above states how well this file knows the number. This one states what the bench would get. They stopped being the same quantity when the grid gained replicates",ENVELOPE
counting/j0.1/d20,width_err_ratio,0.949,0.020,ratio,"expected at parity, the photon budget is conserved and no width is shared (this row: 2.6 sigma from one)",ENVELOPE
analog/j0.1/d40,shift_err_unreferenced,0.1392,0.0021,MHz,per-sweep sd over sweeps,ENVELOPE
analog/j0.1/d40,shift_err_paired,0.02711,0.00040,MHz,"per-sweep sd, the offset cancelled by the cell pin",ENVELOPE
analog/j0.1/d40,shift_err_ratio,0.1947,0.0038,ratio,"paired over unreferenced, delete-one jackknife se over the concatenated replicates. Smaller favours paired. THE ERROR IS THE ESTIMATE'S, NOT ONE CAMPAIGN'S: a single run of 384 sweeps would land within about root 6 of this se of the value, which is the spread the row below carries",ENVELOPE
analog/j0.1/d40,shift_err_ratio_one_campaign,0.1947,0.0073,ratio,"the same ratio with the spread ONE 384-sweep campaign would see in its own realised value, measured as the sample sd of the 6 per-replicate ratios rather than by scaling the pooled error, which assumes a root-n law and measured 17 per cent low at analog/j0.028/d0, the configuration the fibre scenario quotes. The row above states how well this file knows the number. This one states what the bench would get. They stopped being the same quantity when the grid gained replicates",ENVELOPE
analog/j0.1/d40,width_err_ratio,1.008,0.022,ratio,"expected at parity, the photon budget is conserved and no width is shared (this row: 0.3 sigma from one)",ENVELOPE
counting/j0.1/d40,shift_err_unreferenced,0.1371,0.0020,MHz,per-sweep sd over sweeps,ENVELOPE
counting/j0.1/d40,shift_err_paired,0.02209,0.00033,MHz,"per-sweep sd, the offset cancelled by the cell pin",ENVELOPE
counting/j0.1/d40,shift_err_ratio,0.1611,0.0033,ratio,"paired over unreferenced, delete-one jackknife se over the concatenated replicates. Smaller favours paired. THE ERROR IS THE ESTIMATE'S, NOT ONE CAMPAIGN'S: a single run of 384 sweeps would land within about root 6 of this se of the value, which is the spread the row below carries",ENVELOPE
counting/j0.1/d40,shift_err_ratio_one_campaign,0.1611,0.0080,ratio,"the same ratio with the spread ONE 384-sweep campaign would see in its own realised value, measured as the sample sd of the 6 per-replicate ratios rather than by scaling the pooled error, which assumes a root-n law and measured 17 per cent low at analog/j0.028/d0, the configuration the fibre scenario quotes. The row above states how well this file knows the number. This one states what the bench would get. They stopped being the same quantity when the grid gained replicates",ENVELOPE
counting/j0.1/d40,width_err_ratio,0.996,0.020,ratio,"expected at parity, the photon budget is conserved and no width is shared (this row: 0.2 sigma from one)",ENVELOPE
span_j0.1,worst_shift_ratio,0.2664,0.0054,ratio,"max over the drift span and both branches at this excursion (analog/j0.1/d0). The err is the selected configuration's own se, read with the margin beside it: the runner-up (analog/j0.1/d5) sits 0.2 combined sigma below. A sub-one margin whose candidates' own states disagree makes the criterion row say unresolved, and one whose candidates agree leaves which configuration is worst open, not the side",ENVELOPE
span_j0.1,criterion,clears,,,"the worst ratio sits 79.6 sigma of its own se below the 0.7 threshold, with a selection margin of 0.2 sigma to the runner-up",ENVELOPE
limit,clean_lock_ratio_analog,0.997,0.021,ratio,restates analog/j0.009/d0's ratio under its decision-facing name: 14.3 sigma above the 0.7 threshold and 0.2 sigma below parity. Parity is the floor only at exactly zero lock noise. The derived row beside this one carries the one-line identity,ENVELOPE
check,clean_lock_decomposition_sigma_analog,1.78,,sigma,"separation between the measured clean-lock ratio and its own error-budget decomposition, in the measured row's se. The absolute gap is the row beside this one, and the producer raises on THAT at 0.05, not on the sigma: a fixed sigma bar on an error that falls with the sample tightens every time the sample grows, and would refuse to write about one run in eleven under an identity that holds. This sigma is a standard-normal deviate and a large value is a fluctuation, not a trend",ENVELOPE
check,clean_lock_decomposition_gap_analog,0.0369,,ratio,"the absolute disagreement between the measured clean-lock ratio and its own error-budget decomposition, which is what a model error would move and what the producer raises on. Measured over 48 independent draws the identity holds to 0.0012 +- 0.0074, so the tolerance of 0.05 is several times the scatter and does not tighten as the sample grows",ENVELOPE
check,clean_lock_decomposition_analog,0.96,,ratio,"a consistency companion, not a separate rung: sqrt((f^2+p^2)/(f^2+j^2)) recombines the run's measured fit error (f=0.02698 MHz, the unreferenced residuals against the injected offsets) and pin residual (p=0.00419 MHz, the joint fit's pinned offset against the injected one) with the design excursion j=0.009 MHz. It sits 1.8 sigma of the measured row's se from it, and a decomposition error above about two sigma is what it would catch. Empty err: recomputable from the three quoted operands",ENVELOPE
limit,clean_lock_ratio_counting,0.960,0.020,ratio,restates counting/j0.009/d0's ratio under its decision-facing name: 12.7 sigma above the 0.7 threshold and 1.9 sigma below parity. Parity is the floor only at exactly zero lock noise. The derived row beside this one carries the one-line identity,ENVELOPE
check,clean_lock_decomposition_sigma_counting,0.95,,sigma,"separation between the measured clean-lock ratio and its own error-budget decomposition, in the measured row's se. The absolute gap is the row beside this one, and the producer raises on THAT at 0.05, not on the sigma: a fixed sigma bar on an error that falls with the sample tightens every time the sample grows, and would refuse to write about one run in eleven under an identity that holds. This sigma is a standard-normal deviate and a large value is a fluctuation, not a trend",ENVELOPE
check,clean_lock_decomposition_gap_counting,0.0194,,ratio,"the absolute disagreement between the measured clean-lock ratio and its own error-budget decomposition, which is what a model error would move and what the producer raises on. Measured over 48 independent draws the identity holds to 0.0012 +- 0.0074, so the tolerance of 0.05 is several times the scatter and does not tighten as the sample grows",ENVELOPE
check,clean_lock_decomposition_counting,0.94,,ratio,"a consistency companion, not a separate rung: sqrt((f^2+p^2)/(f^2+j^2)) recombines the run's measured fit error (f=0.02164 MHz, the unreferenced residuals against the injected offsets) and pin residual (p=0.00423 MHz, the joint fit's pinned offset against the injected one) with the design excursion j=0.009 MHz. It sits 1.0 sigma of the measured row's se from it, and a decomposition error above about two sigma is what it would catch. Empty err: recomputable from the three quoted operands",ENVELOPE
boundary,criterion_by_excursion,0.009: fails / 0.028: unresolved / 0.05: clears / 0.1: clears,,,"the criterion's state at each spanned excursion class, from the per-class rows above. The boundary lies where the state changes, and an unresolved class means the run's own error does not pick a side there",ENVELOPE
design,ratio_threshold,0.7,,ratio,"the adjudication constant: a design choice with no record source, owner-adjustable. Each criterion and limit row carries its distance to it, so moving it re-reads the table",ENVELOPE
design,grid_replicates,6,,count,"independent base seeds per configuration, concatenated. Each sweep draws its own time within the session, so sweeps are independent and replicates are simply more sweeps: the grid carries 2304 per configuration and every se falls by root six against the single draw this file used to report",ENVELOPE
design,n_sweeps_per_configuration,384,,sweeps,"the per-replicate sample. A GRID se stands on this times the 6 replicates above it, and the sensitivity block has its own sample and its own replicate count, so this number is not by itself the denominator of anything in the file. An exact count, so the empty err is not a gap",ENVELOPE
registry,record_depth_note,not binding,,,"the 2025 archive's records ran 2000 points and the campaign recommendation is 40000 (docs/plan/07). Both sit far under the two stated per-channel ceilings, by 25 to 500 times on the Agilent's 1 Mpts and 250 to 5000 on the WaveSurfer 10's 10 Mpts (the same table, with no per-channel figure stated for the WS3104z). The chapter's tighter figure is the export-path cap, 64 k points, 1.6 times above the recommended 40000, and whether that cap is per channel with two enabled is unstated in the record, so the no-penalty reading is conditional on it. Both modes run at one depth here",ENVELOPE
sensitivity,baseline,0.630,0.028,ratio,"the unperturbed boundary-region configuration (analog/j0.028/d5), averaged over 6 independent base seeds at the sensitivity sample, its error the scatter of that mean. Every row below is read against this one, each replicate against its own baseline so the common-random-number pairing survives the averaging",ENVELOPE
sensitivity,CELL_SNR_PEAK_x2,0.624,0.028,ratio,"CELL_SNR_PEAK at x2 shifts the ratio by -0.07 +- 0.03 times the error one run has on it, over 6 base seeds, and the shift itself is resolved at 2 sigma of its own paired error. Matters at one run's error: no",ENVELOPE
sensitivity,CELL_SNR_PEAK_half,0.651,0.030,ratio,"CELL_SNR_PEAK at half shifts the ratio by +0.24 +- 0.06 times the error one run has on it, over 6 base seeds, and the shift itself is resolved at 4 sigma of its own paired error. Matters at one run's error: no",ENVELOPE
sensitivity,N_POINTS_x2,0.719,0.030,ratio,"N_POINTS at x2 shifts the ratio by +1.02 +- 0.40 times the error one run has on it, over 6 base seeds, and the shift itself is resolved at 3 sigma of its own paired error. Matters at one run's error: at the bar. This row changes the draw count, so the common-random-number pairing is broken here",ENVELOPE
sensitivity,N_POINTS_half,0.723,0.067,ratio,"N_POINTS at half shifts the ratio by +1.06 +- 0.96 times the error one run has on it, over 6 base seeds, and the shift itself is resolved at 1 sigma of its own paired error. Matters at one run's error: at the bar. This row changes the draw count, so the common-random-number pairing is broken here",ENVELOPE
sensitivity,SIGMA_CELL_x2,0.631,0.028,ratio,"SIGMA_CELL at x2 shifts the ratio by +0.01 +- 0.00 times the error one run has on it, over 6 base seeds, and the shift itself is resolved at 1 sigma of its own paired error. Matters at one run's error: no",ENVELOPE
sensitivity,SIGMA_CELL_half,0.630,0.028,ratio,"SIGMA_CELL at half shifts the ratio by +0.00 +- 0.00 times the error one run has on it, over 6 base seeds, and the shift itself is resolved at 1 sigma of its own paired error. Matters at one run's error: no",ENVELOPE
sensitivity,GAMMA_CELL_x2,0.639,0.028,ratio,"GAMMA_CELL at x2 shifts the ratio by +0.10 +- 0.04 times the error one run has on it, over 6 base seeds, and the shift itself is resolved at 2 sigma of its own paired error. Matters at one run's error: no",ENVELOPE
sensitivity,GAMMA_CELL_half,0.626,0.029,ratio,"GAMMA_CELL at half shifts the ratio by -0.05 +- 0.03 times the error one run has on it, over 6 base seeds, and the shift itself is resolved at 1 sigma of its own paired error. Matters at one run's error: no",ENVELOPE
sensitivity,GAMMA_FIBRE_x2,0.792,0.049,ratio,"GAMMA_FIBRE at x2 shifts the ratio by +1.85 +- 0.36 times the error one run has on it, over 6 base seeds, and the shift itself is resolved at 5 sigma of its own paired error. Matters at one run's error: yes",ENVELOPE
sensitivity,GAMMA_FIBRE_half,0.510,0.022,ratio,"GAMMA_FIBRE at half shifts the ratio by -1.37 +- 0.16 times the error one run has on it, over 6 base seeds, and the shift itself is resolved at 9 sigma of its own paired error. Matters at one run's error: yes",ENVELOPE
sensitivity,SIGMA_FIBRE_x2,0.646,0.031,ratio,"SIGMA_FIBRE at x2 shifts the ratio by +0.18 +- 0.07 times the error one run has on it, over 6 base seeds, and the shift itself is resolved at 3 sigma of its own paired error. Matters at one run's error: no",ENVELOPE
sensitivity,SIGMA_FIBRE_half,0.625,0.028,ratio,"SIGMA_FIBRE at half shifts the ratio by -0.05 +- 0.01 times the error one run has on it, over 6 base seeds, and the shift itself is resolved at 4 sigma of its own paired error. Matters at one run's error: no",ENVELOPE
sensitivity,SIDEBAND_AMP_x2,0.628,0.028,ratio,"SIDEBAND_AMP at x2 shifts the ratio by -0.02 +- 0.02 times the error one run has on it, over 6 base seeds, and the shift itself is resolved at 1 sigma of its own paired error. Matters at one run's error: no",ENVELOPE
sensitivity,SIDEBAND_AMP_half,0.631,0.029,ratio,"SIDEBAND_AMP at half shifts the ratio by +0.01 +- 0.01 times the error one run has on it, over 6 base seeds, and the shift itself is resolved at 1 sigma of its own paired error. Matters at one run's error: no",ENVELOPE
sensitivity,FIBRE_COUNTS_PER_MS_x2,0.510,0.026,ratio,"FIBRE_COUNTS_PER_MS at x2 shifts the ratio by -1.37 +- 0.08 times the error one run has on it, over 6 base seeds, and the shift itself is resolved at 17 sigma of its own paired error. Matters at one run's error: yes",ENVELOPE
sensitivity,FIBRE_COUNTS_PER_MS_half,0.745,0.030,ratio,"FIBRE_COUNTS_PER_MS at half shifts the ratio by +1.31 +- 0.09 times the error one run has on it, over 6 base seeds, and the shift itself is resolved at 15 sigma of its own paired error. Matters at one run's error: yes",ENVELOPE
sensitivity,FIBRE_BG_FRAC_x2,0.638,0.029,ratio,"FIBRE_BG_FRAC at x2 shifts the ratio by +0.09 +- 0.01 times the error one run has on it, over 6 base seeds, and the shift itself is resolved at 16 sigma of its own paired error. Matters at one run's error: no",ENVELOPE
sensitivity,FIBRE_BG_FRAC_half,0.626,0.028,ratio,"FIBRE_BG_FRAC at half shifts the ratio by -0.05 +- 0.00 times the error one run has on it, over 6 base seeds, and the shift itself is resolved at 16 sigma of its own paired error. Matters at one run's error: no",ENVELOPE
decision,adopt_paired_default,conditional,,,"the criterion rows decide by excursion class, with unresolved classes named as unresolved. The lock characterisation the plan already schedules (docs/plan/12, the drift and excursion rows) measures the class the apparatus is actually in, and the geometry choice follows that measurement. Threshold 0.7 owner-adjustable. Each criterion and limit row carries its distance in sigma, so the threshold can be moved and re-read",ENVELOPE
check,width_ratio_within_2sigma,29,32,count,"29 of 32 width-error ratio rows sit within two sigma of parity, which is what the paired acquisition predicts: the photon budget is conserved and no width is shared. The err cell carries the population, not an uncertainty. Under parity 32 draws put about one and a half rows past two sigma, so the excursions are the expected count rather than a defect. The classification is made on the float, not on the rounded form printed in each row's note, because a row anywhere in [1.95, 2.05) prints the same string and one of them measures 2.0002. Quoted by the fibre scenario of docs/big_picture/09.",ENVELOPE
